timestamp,image_idx,latitude,longitude,altitude
06-38-53-000,3000,17.517381537913217,78.20531214150185,490.6557541236803
03-26-07-000,3001,17.462044825613397,78.42934064278923,490.9250963749373
05-57-53-000,3002,17.53279930322145,78.17658767155476,492.71197920647586
19-47-50-000,3003,17.361922707088738,78.43774657040935,490.81456971016127
09-42-38-000,3004,17.345319835287277,78.43740077159751,488.2809489274407
18-27-05-000,3005,17.441544499976,78.44493793433283,492.5761165761505
15-11-59-000,3006,17.360056113692814,78.44727621557027,489.86613192892855
12-01-26-000,3007,17.45830792017469,78.33566242965989,487.8546465856763
09-46-59-000,3008,17.52228375128701,78.28781384485298,492.6753525740857
22-20-45-000,3009,17.455300361582406,78.34356014679824,487.36213116760086
18-55-06-000,3010,17.448165154624622,78.4379979821246,492.0989013371361
04-17-21-000,3011,17.52949947152921,78.34198223029571,490.06902522917596
16-04-36-000,3012,17.510776538082045,78.26864818777477,493.9426707686601
13-42-42-000,3013,17.499560069957,78.26870021306271,490.97875631371807
05-55-40-000,3014,17.461723520278863,78.46177056962303,492.6968463936109
03-34-23-000,3015,17.51771947055836,78.37357366933918,489.4892910132486
03-57-05-000,3016,17.55739282365701,78.35402657454715,490.8709959131808
08-28-20-000,3017,17.457415636314867,78.33877090316395,490.94872188318453
16-16-01-000,3018,17.500569705036135,78.289933022978,492.7566999302751
19-17-53-000,3019,17.507420202777265,78.38013169942862,490.47647352952487
21-19-05-000,3020,17.546193707495444,78.34076156219051,486.55644969572757
21-33-35-000,3021,17.548020718762167,78.37397056193713,492.2243072518792
16-36-31-000,3022,17.45508016190316,78.438219643015,488.29794756297565
23-40-21-000,3023,17.452115761328013,78.3230884087234,487.110457664928
08-03-11-000,3024,17.53436323247817,78.16911752880915,486.4179246172231
09-10-50-000,3025,17.465863573794312,78.31413643005926,489.803727107762
17-50-32-000,3026,17.35092331452926,78.47088306088408,492.16654143704625
05-22-43-000,3027,17.545406061521163,78.37458419551106,492.7500591797029
18-10-24-000,3028,17.46112492640969,78.4328138126167,489.57089092791574
13-05-03-000,3029,17.449935877825883,78.32350439728438,485.7329196293994
08-58-00-000,3030,17.50898842735464,78.1934017450873,495.021720784118
07-03-52-000,3031,17.533860131676185,78.18154181924886,483.4531347497882
09-28-20-000,3032,17.51547719709177,78.18117029698323,491.76443920174006
05-00-53-000,3033,17.460298449290935,78.34994088157165,489.2132511490957
16-17-47-000,3034,17.35423791966345,78.45254488080984,493.94558167491135
17-42-21-000,3035,17.357173015518406,78.44381786071051,492.5899053331345
10-56-53-000,3036,17.46822973102782,78.34538368544602,490.0698030489221
09-33-10-000,3037,17.545994001203507,78.3494922935097,494.0856653313971
02-32-43-000,3038,17.45400737753321,78.32659271584916,490.25869122026546
08-23-27-000,3039,17.453970381793756,78.43951699058915,488.44904215806054
13-52-52-000,3040,17.522765055093217,78.16148744046731,489.19372347732866
08-44-47-000,3041,17.354323918013,78.46142663035907,489.86337400993835
04-05-22-000,3042,17.46992904038595,78.31845510073269,488.73931281682445
20-40-20-000,3043,17.525786312596022,78.28138852688545,492.0863920898905
