Latitude,Longitude
17.64279838728193,78.63393716384984
17.227577101972894,78.55268049703874
17.446443902326088,78.4610997223922
17.335829768235307,78.45667113323853
17.45846391694465,78.56341387816246
17.54504389737865,78.17677430464647
17.462503050197082,78.44084861448125
17.521128247306578,78.60172374441586
17.407823832800336,78.3584069684837
17.479337990169025,78.28465804709616
17.353043016951286,78.41536392375008
17.54705490742117,78.18298305956351
17.280548048257693,78.41905003927958
17.376869095355286,78.34401034718327
17.406742316991,78.35188981453676
17.548725536463415,78.36982071953766
17.652222297285046,78.09698948171477
17.441325563518348,78.33050822537489
17.443182838308964,78.4272868019802
17.445458560481143,78.34263318111277
17.462238285869027,78.56461074709252
17.54630675572909,78.60211113494711
17.472491593116256,78.32556047662564
17.334178260687953,78.4352325073508
17.683994796112806,78.24666179639502
17.387518248688572,78.32260660729541
17.456950186125606,78.42441398391517
17.5234835187204,78.17517899766449
17.522417356223436,78.18330834893665
17.46696838312141,78.54972666284944
17.37585570520061,78.3282417164563
17.514440115812455,78.26857494868393
17.393743407836265,78.41050348089571
17.407426470763497,78.3292761900442
17.356211137036627,78.44534411087217
17.597216417878723,78.1087910571367
17.517998636053914,78.25849294563243
17.444217924182798,78.57731419977287
17.41787107768598,78.55176916680851
17.483300504324255,78.14085286404834
17.526281751730558,78.50543288573452
17.460743866228285,78.33646665263858
17.398144572957662,78.35640723400668
17.457173616717615,78.32789335888319
17.537832072503633,78.36829923311326
17.404391805132143,78.4309424421464
17.57792213680137,78.14409478979414
17.59637830959305,78.12864778189878
17.46685912169448,77.98195052750746
17.513208159811803,78.4475388292157
17.527901028206244,78.19269373395016
17.432988093403498,78.56544374540198
17.37057507409306,78.1836300633393
17.364409728384967,78.44312296017166
17.352569568228926,78.49828351148163
17.49699795175015,78.26193316279476
17.42557802675844,78.46540283689193
17.540641385427655,78.3461550873407
17.38601382815082,78.51750942820044
17.538762704792628,78.298093823876
17.579333730345887,78.56945493040901
17.463009001585934,78.46135449097875
17.416086523242427,78.46743288325331
17.2966134136987,78.19018825228855
17.3745968234322,78.32773300732661
17.526682666841303,78.18582727784963
17.466864090647825,78.44579502034655
17.46202187597475,78.54847031827335
17.583201337586964,78.1389949978517
17.344293504292466,78.52676322158932
17.516986047695905,78.30502697562419
17.511892960207295,78.26749342816031
17.555313644290624,78.33994096124414
17.42129172035122,78.33558563238229
17.346097910129092,78.16541384450994
17.39564325554835,78.33082844254284
17.27749011101267,78.29748695281081
