timestamp,image_idx,latitude,longitude,altitude
15-56-04-000,4170,17.510781328690445,78.17914553449698,490.4846335371061
17-37-20-000,4171,17.44736359106384,78.32733483991994,490.54429557172375
17-02-02-000,4172,17.336719848949453,78.45492009860497,489.6367100148688
08-21-18-000,4173,17.532530688095164,78.33449713474322,492.26720682874793
13-14-30-000,4174,17.342793778697107,78.45078713713782,489.117191628457
09-52-16-000,4175,17.50342982326964,78.2815103723844,487.1979207274028
01-19-32-000,4176,17.55561276626296,78.1747734514179,493.2302937969197
09-41-41-000,4177,17.450216477691768,78.34076989767605,494.4806902176042
19-57-45-000,4178,17.344398197321414,78.45146068189179,494.8667829781503
09-19-38-000,4179,17.547195357340964,78.34689338693823,488.4393128279477
20-24-54-000,4180,17.347269541878116,78.45873277017996,488.12458490346455
23-40-08-000,4181,17.455408777660203,78.32412393355925,489.7577450621526
10-31-35-000,4182,17.33047537004357,78.42860576839632,490.9538189855769
08-28-51-000,4183,17.55474129804467,78.36825403260262,490.2848641831201
09-06-07-000,4184,17.46665532191419,78.32914700957123,493.3004207724927
22-35-25-000,4185,17.45867617559187,78.33259889360531,488.2276429536045
10-10-15-000,4186,17.34598764489555,78.44685126735128,489.3675402887088
17-00-22-000,4187,17.519143823860254,78.17101333831933,492.9911358909753
10-42-15-000,4188,17.529007132866976,78.17209475189982,490.54406781212475
11-40-55-000,4189,17.460114936073825,78.44294190607782,493.79394754443257
03-11-37-000,4190,17.540284040103806,78.3491359726365,494.36257267510155
05-21-31-000,4191,17.350829966835686,78.4386359148619,489.86853575531484
07-28-24-000,4192,17.52753270555544,78.35971853807119,489.4914899555895
01-08-28-000,4193,17.540273912964782,78.17691109061381,494.12052897029133
22-44-55-000,4194,17.529100150368727,78.1694823964533,488.87064782298955
20-42-59-000,4195,17.466989006924987,78.43373121097426,492.23659121606954
00-10-24-000,4196,17.349379172325936,78.44943090435638,487.7647408467178
01-08-56-000,4197,17.51819595900939,78.28683768965533,488.70664088018316
18-00-20-000,4198,17.452105008522114,78.34543672295233,492.0044215132007
23-11-00-000,4199,17.530516210744526,78.37411919086645,489.76110819416084
09-23-32-000,4200,17.525970227757973,78.33952186895849,489.79930020259695
07-47-12-000,4201,17.51181219269387,78.27458797729365,489.64983220038204
21-38-54-000,4202,17.521119252853936,78.26143413193978,489.1098453707359
17-58-19-000,4203,17.503410809427475,78.2745313755662,488.38349233783515
10-31-58-000,4204,17.537723061356594,78.27945213586746,491.2726052916438
15-27-40-000,4205,17.36219236053873,78.45723637942119,487.40299910006974
00-55-02-000,4206,17.457445803306598,78.3271215036087,492.1681031845187
09-05-33-000,4207,17.53390452407469,78.17233800680718,492.712459702539
02-36-43-000,4208,17.468185193199893,78.32183068474023,488.763933218328
04-23-04-000,4209,17.51285271012904,78.17888801216657,490.6097219699531
18-00-53-000,4210,17.522301031282737,78.16866866404514,488.4136349347373
09-17-35-000,4211,17.474043203197414,78.31560504388784,489.31729968386435
14-19-30-000,4212,17.350765320949517,78.45657577064519,490.01567375977896
14-40-30-000,4213,17.525052782953807,78.18211896971451,486.21686996480975
09-32-58-000,4214,17.531950727477252,78.35341126553352,488.51081972387755
23-48-23-000,4215,17.553510499796044,78.35875292481745,487.87775131751437
16-52-24-000,4216,17.48204795332786,78.3301709373853,493.6151161810221
10-59-51-000,4217,17.36630710113137,78.46219891934611,490.2839774969845
05-25-40-000,4218,17.461198745224245,78.33668091521942,490.7039225209049
10-07-30-000,4219,17.535139453178946,78.34804790982427,488.28650992963253
06-22-51-000,4220,17.53535702265893,78.36564149558275,485.67379759112004
16-08-53-000,4221,17.524265502019396,78.29406648481114,493.1242503814434
08-13-59-000,4222,17.528105328477046,78.18205638948587,487.94845997557826
