Latitude,Longitude
17.64077129803736,78.41959223508805
17.579900142033257,78.1265528898211
17.560057564737047,78.35775719395156
17.462475458456755,78.3190514383
17.400947943881004,78.38411548094321
17.463301843099025,78.33087319532693
17.48965429978334,78.55361437795464
17.497766405518366,78.28920527773549
17.52493037055836,78.17780047613702
17.54362283353532,78.17393531343495
17.6196463726715,78.46556871077969
17.470449425454436,78.45802514113076
17.553845028359643,78.40678203211971
17.391468529946952,78.50783632441556
17.464587192843712,78.4353406378364
17.44335539781765,78.33708333487691
17.55985855045623,78.34892030856462
17.291425980507587,78.4377678055406
17.531337300124846,78.18239250122025
17.564742026657342,78.47537525860753
17.603298178267107,78.13157168687505
17.403894516192924,78.46677565014176
17.70654666976956,78.38561167150932
17.46873184509965,78.5803106031673
17.434720915767105,78.45016029045753
17.411391433473433,78.56984745240122
17.53263464714149,78.1936035890863
17.512825538312494,78.15798121549561
17.389786913049225,78.52243801001782
17.419307118773183,78.44414893427533
17.701802800774885,78.10043075198763
17.508336074822427,78.16298534635378
17.343901784239918,78.44142428265575
17.363584738899437,78.50291467062914
17.583473782165154,78.14278494498913
17.363430629735348,78.51167739963809
17.498361625177623,78.57574782567045
17.510063688962305,78.28930840380947
17.396595004112925,78.33719027694417
17.43499805653751,78.58585244215485
17.35856427666478,78.43250060791058
17.331586127977406,78.46790646900571
17.476762658436687,78.56033441809898
17.528680991209423,78.34498289186229
17.391019544739624,78.51272529630884
17.517382460325113,78.2922110095558
17.49916633337144,78.26603082297544
17.604343464159257,78.10870565346555
17.55666855897162,78.48098233256991
17.580515217986832,78.13255470338001
17.564603030118448,78.65999894930438
17.454264906079686,78.64456009056353
17.447832466536113,78.3364325242272
17.390628935303738,78.33060797964703
17.429456854155767,78.58307878465236
17.5447665410766,78.15888331286055
17.347066015605733,78.43330336346405
17.385110167262653,78.50187036361079
17.566757038846276,78.12579186469273
17.549879230417886,78.34193329974904
17.386098229301762,78.52267083842344
17.559949740056215,78.41043489238324
17.348530693212886,78.66365585678805
17.3668744802183,78.43972991025475
17.48947696057326,78.57541717200817
17.40214564432874,78.33292919040187
17.426979267228003,78.36055730923039
17.35833063953446,78.45284777691181
17.5486363918682,78.36606216355362
17.404934279541244,78.32318451046741
17.351856261553756,78.4427027841864
17.416370852465022,78.45919842073168
17.50158737966985,78.26949156649343
17.35033990413468,78.46014451326106
17.510208982631394,78.27710542799086
17.55476291109672,78.17217016473276
17.24078516123644,78.32067632512222
17.473231811648297,78.36754278131968
17.651120448253685,78.30292264531067
17.495466760405034,78.29057045570467
17.439130181311604,78.46018663086821
17.383892241997756,78.50803752389074
17.470849518111155,78.33942440687748
17.328609652616123,78.24540430248531
17.431461340906058,78.4431230740488
17.522384979610802,78.25936701617644
17.537008850763943,78.27920883627532
17.396399889824924,78.3524433286495
17.46804401573268,78.54739520652133
17.52399810085452,78.3696942995322
17.399579215081584,78.33659805175823
17.370019284120605,78.50198023340242
17.395979761244718,78.33074260924232
17.515168985262484,78.30559686299627
17.471505714981276,78.5838698762702
17.45354230916094,78.31637886189401
17.34283160092128,78.12735398351981
17.426136195206187,78.46270040575632
17.51022875715567,78.27880038966478
17.60492897224836,78.13236353718828
17.527051731008953,78.16313461198331
17.434081435320543,78.45213987256474
17.58378921863982,78.60213300732005
17.468410476930213,78.35071592351132
17.54919540633941,78.49506971500475
17.632759945169706,78.43621937044276
17.572614708871484,78.640589941694
