,timestamp,image_idx,latitude,longitude,altitude
2566,2019-07-07 07:41:52,3566,17.349694,78.443493,517.053730180301
7513,2019-07-07 22:32:20,8513,17.489271001748136,78.39685890142417,504.34808829625007
4799,2019-07-07 14:23:49,5799,17.527465,78.274611,484.67192099656796
7050,2019-07-07 21:09:00,8050,17.48110119686238,78.38038250758152,489.9751761859301
3740,2019-07-07 11:13:12,4740,17.457121,78.358528,495.9814155332519
898,2019-07-07 02:41:38,1898,17.528552,78.358528,505.065632050694
5911,2019-07-07 17:43:58,6911,17.46957189743403,78.38025210378528,500.9431652127843
7129,2019-07-07 21:23:13,8129,17.478235986974067,78.37849166916955,485.2697326142155
4181,2019-07-07 12:32:34,5181,17.349694,78.286225,483.4824897232948
442,2019-07-07 01:19:33,1442,17.429348,78.566894,502.5900805358374
6327,2019-07-07 18:58:51,7327,17.469417629806177,78.38437904521355,501.2004055034942
7907,2019-07-07 23:43:15,8907,17.46576846537825,78.37649094768004,497.9012313238849
4377,2019-07-07 13:07:51,5377,17.514423,78.566894,504.8292605404009
3492,2019-07-07 10:28:33,4492,17.540891,78.566894,512.4681246089459
3547,2019-07-07 10:38:27,4547,17.540891,78.339247,503.10068936665823
7366,2019-07-07 22:05:52,8366,17.480218750998024,78.3878033284416,490.583496452024
6676,2019-07-07 20:01:40,7676,17.462116944814692,78.38043265843278,519.1521963566995
3785,2019-07-07 11:21:18,4785,17.58567,78.176807,498.2369151737666
3940,2019-07-07 11:49:12,4940,17.527465,78.50866,500.4999763292753
5323,2019-07-07 15:58:08,6323,17.46784267703955,78.37945068268428,493.46341961673704
4306,2019-07-07 12:55:04,5306,17.417116,78.126225,489.25586451336716
7017,2019-07-07 21:03:03,8017,17.47350935253492,78.3763561174369,490.0700564642827
7994,2019-07-07 23:58:55,8994,17.455432284081596,78.42445319969315,487.8720575293144
1522,2019-07-07 04:33:57,2522,17.58567,78.334361,469.90058919776084
5042,2019-07-07 15:07:33,6042,17.470729458736308,78.38120483791407,498.4374027447657
282,2019-07-07 00:50:45,1282,17.470358,78.457475,511.0234885549576
521,2019-07-07 01:33:46,1521,17.457121,78.339247,490.156875665733
3039,2019-07-07 09:07:01,4039,17.349694,78.566894,525.5948788945273
200,2019-07-07 00:36:00,1200,17.527465,78.443493,513.8637780728061
4636,2019-07-07 13:54:28,5636,17.540891,78.443493,499.81776165529277
5427,2019-07-07 16:16:51,6427,17.46418195361263,78.3752796800473,488.8891817828872
1939,2019-07-07 05:49:01,2939,17.393563,78.487001,484.02902118720374
827,2019-07-07 02:28:51,1827,17.393563,78.176807,498.86316324810895
414,2019-07-07 01:14:31,1414,17.372073,78.274611,500.68120646848797
7666,2019-07-07 22:59:52,8666,17.481017879972285,78.38289851906079,497.95612885873555
5384,2019-07-07 16:09:07,6384,17.461042304659188,78.37909893333419,510.6932312029264
4552,2019-07-07 13:39:21,5552,17.527465,78.443493,514.9708209624022
84,2019-07-07 00:15:07,1084,17.393563,78.569297,504.72673891553524
7241,2019-07-07 21:43:22,8241,17.470480926322146,78.39721336577752,505.2646597325455
2683,2019-07-07 08:02:56,3683,17.457121,78.566894,496.84444737807706
7130,2019-07-07 21:23:24,8130,17.47244194032197,78.38424714694594,499.95081924933373
4497,2019-07-07 13:29:27,5497,17.514423,78.443493,504.1163345340735
7757,2019-07-07 23:16:15,8757,17.476848654243707,78.35990151341937,496.8326183723387
281,2019-07-07 00:50:34,1281,17.514423,78.451437,506.6084717079945
4900,2019-07-07 14:42:00,5900,17.468538483510176,78.38044633200482,489.4382428476221
3356,2019-07-07 10:04:04,4356,17.527465,78.566894,492.67797714700174
1909,2019-07-07 05:43:37,2909,17.58567,78.50866,489.53086903656214
255,2019-07-07 00:45:54,1255,17.544866,78.339247,493.31377886024535
394,2019-07-07 01:10:55,1394,17.349694,78.176807,497.12715774709994
1592,2019-07-07 04:46:33,2592,17.429348,78.451437,510.2909113668732
4033,2019-07-07 12:05:56,5033,17.470358,78.50866,500.4143218195699
6906,2019-07-07 20:43:04,7906,17.467275991579598,78.37305967749354,487.1569226821492
1404,2019-07-07 04:12:43,2404,17.460103,78.487001,485.98039532759776
3223,2019-07-07 09:40:08,4223,17.540891,78.334361,495.8400247108241
2938,2019-07-07 08:48:50,3938,17.393563,78.274611,508.344010299779
5573,2019-07-07 16:43:08,6573,17.475085553909985,78.37444949447867,514.0297694479464
192,2019-07-07 00:34:33,1192,17.514423,78.339247,484.09235003063804
3697,2019-07-07 11:05:27,4697,17.544866,78.569297,503.7235246447006
4910,2019-07-07 14:43:48,5910,17.46485515464442,78.37801621154829,495.98127538524074
2032,2019-07-07 06:05:45,3032,17.457121,78.334361,496.7577921507648
4954,2019-07-07 14:51:43,5954,17.475144273276445,78.38075860376138,489.35758121090475
3509,2019-07-07 10:31:37,4509,17.393563,78.339247,497.79936752547087
1804,2019-07-07 05:24:43,2804,17.457121,78.457475,488.9082054011304
5581,2019-07-07 16:44:34,6581,17.477064695217596,78.38768375915568,497.34149076515644
317,2019-07-07 00:57:03,1317,17.460103,78.569297,511.4825784258454
729,2019-07-07 02:11:13,1729,17.544866,78.443493,506.31237519989367
2449,2019-07-07 07:20:49,3449,17.540891,78.443493,519.1375161068897
387,2019-07-07 01:09:39,1387,17.460103,78.569297,505.26357229701995
4284,2019-07-07 12:51:07,5284,17.540891,78.457475,501.7451806949681
7211,2019-07-07 21:37:58,8211,17.476774849610255,78.37490591045304,505.52895607512386
3003,2019-07-07 09:00:32,4003,17.460103,78.50866,492.24201830584695
966,2019-07-07 02:53:52,1966,17.544866,78.443493,479.13971651239257
4647,2019-07-07 13:56:27,5647,17.544866,78.451437,507.96171151464074
1213,2019-07-07 03:38:20,2213,17.540891,78.487001,482.0467091526293
567,2019-07-07 01:42:03,1567,17.372073,78.566894,511.21601055297583
1665,2019-07-07 04:59:42,2665,17.393563,78.286225,507.50813743341814
313,2019-07-07 00:56:20,1313,17.429348,78.126225,491.5047885428956
153,2019-07-07 00:27:32,1153,17.372073,78.569297,495.6391033687774
2051,2019-07-07 06:09:10,3051,17.540891,78.569297,499.88461393875866
4476,2019-07-07 13:25:40,5476,17.470358,78.286225,490.7782868257966
1417,2019-07-07 04:15:03,2417,17.349694,78.274611,505.40520189348973
4388,2019-07-07 13:09:50,5388,17.393563,78.451437,506.2866978158219
1865,2019-07-07 05:35:42,2865,17.544866,78.126225,485.57038559853265
6413,2019-07-07 19:14:20,7413,17.462932441187668,78.3829979062762,491.7689099288449
3435,2019-07-07 10:18:18,4435,17.470358,78.451437,499.6319315402697
6622,2019-07-07 19:51:57,7622,17.470822250357763,78.38987827961472,511.4058033097039
6898,2019-07-07 20:41:38,7898,17.469111225224985,78.38754338605857,506.5228499564803
4764,2019-07-07 14:17:31,5764,17.528552,78.286225,476.69081698474014
5490,2019-07-07 16:28:12,6490,17.47126071042169,78.39210346111827,497.0800582228417
2296,2019-07-07 06:53:16,3296,17.460103,78.566894,504.7267361700344
342,2019-07-07 01:01:33,1342,17.372073,78.286225,492.0004018254705
6981,2019-07-07 20:56:34,7981,17.462851147734852,78.37889282887687,491.22587644601504
6186,2019-07-07 18:33:28,7186,17.470556009010867,78.39012374894077,492.53045317011697
4663,2019-07-07 13:59:20,5663,17.372073,78.339247,496.92022874908884
2117,2019-07-07 06:21:03,3117,17.460103,78.451437,490.2090657932358
435,2019-07-07 01:18:18,1435,17.470358,78.50866,506.59930369727385
5503,2019-07-07 16:30:32,6503,17.470257072866914,78.37485828636672,491.3929853088801
1582,2019-07-07 04:44:45,2582,17.417116,78.566894,489.63841258018084
5976,2019-07-07 17:55:40,6976,17.46914828661409,78.3781204219587,496.0130809997107
1752,2019-07-07 05:15:21,2752,17.460103,78.334361,514.7891655404758
2678,2019-07-07 08:02:02,3678,17.457121,78.358528,505.2527986849078
525,2019-07-07 01:34:30,1525,17.528552,78.334361,505.8886383445074
1452,2019-07-07 04:21:21,2452,17.514423,78.451437,502.8625127130078
5795,2019-07-07 17:23:06,6795,17.47509233405238,78.38784935984162,490.5301905546702
765,2019-07-07 02:17:42,1765,17.544866,78.274611,493.5993421639948
1357,2019-07-07 04:04:15,2357,17.457121,78.443493,491.90004068946615
4196,2019-07-07 12:35:16,5196,17.528552,78.339247,510.91560001885296
2015,2019-07-07 06:02:42,3015,17.58567,78.126225,502.95336731282777
4915,2019-07-07 14:44:42,5915,17.467209160992038,78.38605062412172,483.3269429730463
3228,2019-07-07 09:41:02,4228,17.58567,78.487001,514.526530783847
1263,2019-07-07 03:47:20,2263,17.470358,78.334361,496.6804856888874
6876,2019-07-07 20:37:40,7876,17.466430989160806,78.37753614915262,506.53378014520223
2833,2019-07-07 08:29:56,3833,17.460103,78.451437,510.5233794004642
7667,2019-07-07 23:00:03,8667,17.50866415907273,78.36691323422563,474.37931316543194
5632,2019-07-07 16:53:45,6632,17.4718375275064,78.38763167395739,504.5459770727995
4016,2019-07-07 12:02:52,5016,17.58567,78.50866,497.474239349573
4812,2019-07-07 14:26:09,5812,17.47930541444704,78.37704533198458,475.78108002718324
3668,2019-07-07 11:00:14,4668,17.372073,78.339247,488.67472907474297
7565,2019-07-07 22:41:42,8565,17.457138065368543,78.36633214777402,495.45391458365066
3145,2019-07-07 09:26:06,4145,17.544866,78.569297,508.45651376767114
7927,2019-07-07 23:46:51,8927,17.46974895674089,78.37723147046775,498.2376204998797
7976,2019-07-07 23:55:40,8976,17.518243334100415,78.40353222146433,501.481213143391
3677,2019-07-07 11:01:51,4677,17.417116,78.569297,496.4387163716018
1498,2019-07-07 04:29:38,2498,17.349694,78.176807,510.8790427430582
7139,2019-07-07 21:25:01,8139,17.480301845576303,78.3815740137088,505.21031156614197
318,2019-07-07 00:57:14,1318,17.527465,78.176807,501.62855481784
7820,2019-07-07 23:27:36,8820,17.493210616469238,78.37772745234007,488.5686699880374
6837,2019-07-07 20:30:39,7837,17.47305495555719,78.38538907162206,501.1983941513104
355,2019-07-07 01:03:54,1355,17.417116,78.457475,527.8187180537925
1555,2019-07-07 04:39:54,2555,17.470358,78.566894,507.95267286499313
2455,2019-07-07 07:21:54,3455,17.540891,78.339247,492.60657216367514
2273,2019-07-07 06:49:08,3273,17.393563,78.50866,518.524598902134
1121,2019-07-07 03:21:46,2121,17.349694,78.358528,492.1660637854271
4198,2019-07-07 12:35:38,5198,17.544866,78.50866,507.14304040711016
6328,2019-07-07 18:59:02,7328,17.465174981328015,78.38722891468649,499.53800169248734
4078,2019-07-07 12:14:02,5078,17.514423,78.566894,501.8212908631223
2322,2019-07-07 06:57:57,3322,17.528552,78.126225,502.1882971815977
4259,2019-07-07 12:46:37,5259,17.544866,78.443493,497.52431573588404
166,2019-07-07 00:29:52,1166,17.540891,78.274611,496.1066029232834
5075,2019-07-07 15:13:30,6075,17.465148694285716,78.3818586723419,486.83165915436837
3866,2019-07-07 11:35:52,4866,17.429348,78.339247,488.74980969789465
2859,2019-07-07 08:34:37,3859,17.349694,78.358528,503.3396369927822
7474,2019-07-07 22:25:19,8474,17.45774628636647,78.4129773017507,493.17285683846586
2281,2019-07-07 06:50:34,3281,17.528552,78.487001,490.899901115451
1393,2019-07-07 04:10:44,2393,17.514423,78.286225,528.2732390058802
6630,2019-07-07 19:53:24,7630,17.465235978170586,78.3877451841436,524.8934542527458
7989,2019-07-07 23:58:01,8989,17.48005430229407,78.32254054378187,505.80824094646283
7324,2019-07-07 21:58:19,8324,17.46280956251306,78.35538432039463,507.2151173808882
5442,2019-07-07 16:19:33,6442,17.471601115126685,78.38615293561536,491.8758335893683
4304,2019-07-07 12:54:43,5304,17.457121,78.566894,488.14759061395415
1905,2019-07-07 05:42:54,2905,17.514423,78.487001,496.5966417390619
2667,2019-07-07 08:00:03,3667,17.528552,78.50866,500.00296554274547
1950,2019-07-07 05:51:00,2950,17.457121,78.339247,507.1307755953629
1711,2019-07-07 05:07:58,2711,17.58567,78.457475,481.69663498933494
2753,2019-07-07 08:15:32,3753,17.58567,78.487001,521.472471678955
2935,2019-07-07 08:48:18,3935,17.372073,78.334361,502.48024716685535
7440,2019-07-07 22:19:12,8440,17.439461947083014,78.40339469151606,484.4930329945146
2962,2019-07-07 08:53:09,3962,17.372073,78.569297,501.5747479534886
7185,2019-07-07 21:33:18,8185,17.46604201836224,78.39035852951882,490.97549136906275
1224,2019-07-07 03:40:19,2224,17.393563,78.126225,490.27459903256744
142,2019-07-07 00:25:33,1142,17.528552,78.334361,489.3759811282553
5999,2019-07-07 17:59:49,6999,17.472257624534986,78.38271939596937,497.43514038180837
5270,2019-07-07 15:48:36,6270,17.475412041975126,78.37773803842572,521.0271569075418
230,2019-07-07 00:41:24,1230,17.514423,78.457475,500.92665338644105
3217,2019-07-07 09:39:03,4217,17.527465,78.176807,506.9388980592992
7699,2019-07-07 23:05:49,8699,17.439330466371473,78.37423656826357,509.38514281831476
4426,2019-07-07 13:16:40,5426,17.457121,78.457475,498.55243671440815
2906,2019-07-07 08:43:04,3906,17.460103,78.566894,488.3897998155866
2286,2019-07-07 06:51:28,3286,17.457121,78.569297,484.0125831658384
1032,2019-07-07 03:05:45,2032,17.417116,78.339247,496.1254781633317
5914,2019-07-07 17:44:31,6914,17.469927278317705,78.38449674515807,511.4393631338195
3572,2019-07-07 10:42:57,4572,17.544866,78.126225,509.35392150049626
7624,2019-07-07 22:52:19,8624,17.45849280079722,78.40121950406761,502.5638062802611
1481,2019-07-07 04:26:34,2481,17.470358,78.443493,503.8887861655871
7054,2019-07-07 21:09:43,8054,17.47147680979942,78.3753932902894,498.6317563955427
4667,2019-07-07 14:00:03,5667,17.470358,78.457475,495.18518006212
5884,2019-07-07 17:39:07,6884,17.469163149622503,78.37827179883517,492.61816421146125
3185,2019-07-07 09:33:18,4185,17.417116,78.487001,485.28549755698157
818,2019-07-07 02:27:14,1818,17.393563,78.487001,517.9712581662512
7778,2019-07-07 23:20:02,8778,17.489361689330828,78.39185565851231,501.71120967307326
5065,2019-07-07 15:11:42,6065,17.474619316314435,78.38345478396998,495.575347443429
801,2019-07-07 02:24:10,1801,17.417116,78.339247,518.2116653579249
6024,2019-07-07 18:04:19,7024,17.471120099466134,78.38883237211931,520.1198243076226
6822,2019-07-07 20:27:57,7822,17.479393143878042,78.38264595429558,527.4515835300838
3755,2019-07-07 11:15:54,4755,17.527465,78.569297,497.5167255166209
5337,2019-07-07 16:00:39,6337,17.474530253671883,78.38322284250249,501.05230772779424
2891,2019-07-07 08:40:22,3891,17.58567,78.286225,506.50955922494813
3700,2019-07-07 11:06:00,4700,17.527465,78.566894,516.6218513324777
3878,2019-07-07 11:38:02,4878,17.349694,78.358528,500.6202317795673
2164,2019-07-07 06:29:31,3164,17.372073,78.358528,490.16645142965297
7684,2019-07-07 23:03:07,8684,17.502005165513904,78.41231603114596,492.4662041923261
5589,2019-07-07 16:46:01,6589,17.461467911754568,78.3822613759002,511.7743144938888
2203,2019-07-07 06:36:32,3203,17.527465,78.443493,506.21035193154654
3402,2019-07-07 10:12:21,4402,17.540891,78.443493,498.2708988750952
3202,2019-07-07 09:36:21,4202,17.460103,78.487001,497.6131988841361
5897,2019-07-07 17:41:27,6897,17.467106415072767,78.37874367254881,498.2713446143635
3985,2019-07-07 11:57:18,4985,17.540891,78.443493,512.390390298886
646,2019-07-07 01:56:16,1646,17.528552,78.457475,492.11047053887773
980,2019-07-07 02:56:24,1980,17.393563,78.443493,487.86588899180657
3643,2019-07-07 10:55:44,4643,17.417116,78.566894,518.1680877357912
2535,2019-07-07 07:36:18,3535,17.460103,78.176807,500.2505447203966
1418,2019-07-07 04:15:14,2418,17.544866,78.451437,499.2067124085795
2217,2019-07-07 06:39:03,3217,17.393563,78.457475,506.7099211971774
3694,2019-07-07 11:04:55,4694,17.527465,78.176807,490.1108964146542
1767,2019-07-07 05:18:03,2767,17.58567,78.457475,507.5049600077648
5011,2019-07-07 15:01:58,6011,17.45636426766174,78.37682981736926,496.17272760669226
2060,2019-07-07 06:10:48,3060,17.457121,78.274611,511.2567253668401
256,2019-07-07 00:46:04,1256,17.470358,78.569297,484.6626589832982
1841,2019-07-07 05:31:22,2841,17.540891,78.358528,504.5066618796613
3923,2019-07-07 11:46:08,4923,17.417116,78.334361,497.68767428809394
2759,2019-07-07 08:16:37,3759,17.527465,78.286225,492.9535670187667
3282,2019-07-07 09:50:45,4282,17.514423,78.50866,507.7134457921274
2264,2019-07-07 06:47:31,3264,17.457121,78.443493,498.5167807714645
4416,2019-07-07 13:14:52,5416,17.429348,78.334361,504.6601279815686
4193,2019-07-07 12:34:44,5193,17.417116,78.487001,512.657119207863
1980,2019-07-07 05:56:24,2980,17.527465,78.566894,507.9149564422062
6146,2019-07-07 18:26:16,7146,17.463708575913742,78.3826572798278,489.1962886495286
1169,2019-07-07 03:30:25,2169,17.58567,78.487001,494.5825374498951
1027,2019-07-07 03:04:51,2027,17.514423,78.358528,504.5929134675189
7430,2019-07-07 22:17:24,8430,17.480343138123576,78.40535471527174,507.9387690157362
5210,2019-07-07 15:37:48,6210,17.473316497435633,78.39171929713609,496.090437240661
