timestamp,image_idx,latitude,longitude,altitude
13-02-30-618984,0002166,17.4934844126,78.4105835393,494.798858643
13-02-30-695021,0002167,17.4934874598,78.4105798929,494.799682617
13-02-30-762375,0002168,17.4934890531,78.4105781159,494.794281006
13-02-30-824252,0002169,17.4934904884,78.4105762693,494.802001953
13-02-30-895144,0002170,17.4934935743,78.4105727545,494.803344727
13-02-30-955885,0002171,17.4934950513,78.4105709768,494.810119629
13-02-31-021781,0002172,17.4934965435,78.4105693069,494.804534912
13-02-31-085743,0002173,17.4934992259,78.4105658632,494.808013916
13-02-31-157771,0002174,17.4935006576,78.4105642489,494.812683105
13-02-31-220641,0002175,17.493501834,78.4105624721,494.829681396
13-02-31-286024,0002176,17.4935043541,78.4105591337,494.841033936
13-02-31-356528,0002177,17.4935056851,78.4105575801,494.834899902
13-02-31-423339,0002178,17.4935067396,78.4105559129,494.854827881
13-02-31-488822,0002179,17.4935090726,78.4105525824,494.871917725
13-02-31-553025,0002180,17.4935103073,78.4105510712,494.878143311
13-02-31-622601,0002181,17.4935112951,78.410549471,494.890136719
13-02-31-688405,0002182,17.4935135799,78.4105462176,494.906555176
13-02-31-759268,0002183,17.4935147341,78.410544728,494.912780762
13-02-31-830290,0002184,17.4935169295,78.4105416466,494.933074951
13-02-31-895720,0002185,17.493517957,78.4105401362,494.954650879
13-02-31-959347,0002186,17.4935190435,78.4105386669,494.952331543
13-02-32-019300,0002187,17.4935202552,78.410537415,494.964935303
13-02-32-086835,0002188,17.4935224793,78.4105347028,494.971832275
13-02-32-155613,0002189,17.4935235117,78.4105332747,494.979614258
13-02-32-218269,0002190,17.4935245265,78.4105320012,494.981445312
13-02-32-286951,0002191,17.49352646,78.4105292183,494.988952637
13-02-32-351552,0002192,17.4935274463,78.4105279317,495.00201416
13-02-32-421532,0002193,17.4935283852,78.4105265348,495.009796143
13-02-32-488655,0002194,17.4935301836,78.4105238705,495.019927979
13-02-32-554769,0002195,17.4935310594,78.4105224889,495.01651001
13-02-32-618731,0002196,17.4935317738,78.4105211821,495.029022217
13-02-32-687273,0002197,17.4935332621,78.4105184915,495.040710449
13-02-32-755441,0002198,17.493534036,78.4105171212,495.048492432
13-02-32-825220,0002199,17.4935353312,78.4105143512,495.05569458
13-02-32-889538,0002200,17.4935359454,78.4105128887,495.056335449
13-02-32-957442,0002201,17.4935366169,78.4105114844,495.064117432
13-02-33-019641,0002202,17.4935371904,78.4105100681,495.074157715
13-02-33-087169,0002203,17.4935382428,78.4105073475,495.081695557
13-02-33-153496,0002204,17.4935388013,78.4105059358,495.082763672
13-02-33-220781,0002205,17.4935393159,78.4105044997,495.092041016
13-02-33-285295,0002206,17.4935400689,78.410501634,495.10534668
13-02-33-353343,0002207,17.4935405112,78.4105002113,495.116241455
13-02-33-420028,0002208,17.4935407304,78.4104986984,495.113311768
13-02-33-490597,0002209,17.4935412583,78.4104959287,495.109985352
13-02-33-555017,0002210,17.493541558,78.4104945008,495.116210938
13-02-33-617491,0002211,17.4935417575,78.4104931458,495.107727051
13-02-33-686196,0002212,17.4935420932,78.410490263,495.087188721
13-02-33-755628,0002213,17.4935420879,78.4104888163,495.055877686
13-02-33-827336,0002214,17.493542243,78.4104859596,495.070251465
13-02-33-897370,0002215,17.4935419761,78.4104845659,495.038452148
13-02-33-956891,0002216,17.4935419598,78.4104831522,495.050842285
13-02-34-025620,0002217,17.4935417209,78.410480255,495.01574707
13-02-34-091160,0002218,17.4935414603,78.4104788044,494.973876953
13-02-34-158631,0002219,17.4935413168,78.4104773572,494.9793396
13-02-34-223268,0002220,17.4935409065,78.4104758251,494.96472168
13-02-34-286650,0002221,17.4935401434,78.4104728442,494.951202393
13-02-34-353778,0002222,17.4935398248,78.4104713733,494.944519043
13-02-34-418848,0002223,17.4935392398,78.4104699142,494.933929443
13-02-34-484605,0002224,17.4935382942,78.4104669363,494.917541504
13-02-34-553650,0002225,17.4935377856,78.4104654471,494.917541504
13-02-34-622071,0002226,17.4935372792,78.4104639962,494.90447998
13-02-34-686689,0002227,17.4935360377,78.4104610775,494.893280029
13-02-34-752594,0002228,17.4935353789,78.4104595949,494.888214111
13-02-34-819741,0002229,17.4935346667,78.4104581112,494.888214111
13-02-34-891479,0002230,17.4935330817,78.4104553011,494.876556396
13-02-34-954265,0002231,17.4935322362,78.4104538332,494.869354248
13-02-35-018047,0002232,17.4935313685,78.4104524981,494.86730957
13-02-35-083915,0002233,17.4935295802,78.4104496444,494.859039307
13-02-35-150578,0002234,17.4935285759,78.410448198,494.85748291
13-02-35-217878,0002235,17.4935276306,78.4104467601,494.850067139
13-02-35-285802,0002236,17.4935255752,78.4104439188,494.841064453
13-02-35-353373,0002237,17.4935244318,78.4104424684,494.839508057
13-02-35-417711,0002238,17.4935233828,78.4104409952,494.835235596
13-02-35-489368,0002239,17.4935211184,78.4104380402,494.822967529
13-02-35-555672,0002240,17.4935198506,78.4104365692,494.817077637
13-02-35-617323,0002241,17.4935187004,78.4104351184,494.807830811
13-02-35-685639,0002242,17.4935162333,78.4104320544,494.794311523
13-02-35-752355,0002243,17.4935150564,78.4104304453,494.788909912
13-02-35-818780,0002244,17.4935136667,78.4104289319,494.782806396
13-02-35-886764,0002245,17.4935109528,78.4104258217,494.770324707
13-02-35-955593,0002246,17.4935095107,78.4104243135,494.768798828
13-02-36-018157,0002247,17.4935082939,78.4104226449,494.762145996
13-02-36-088208,0002248,17.4935054001,78.4104194806,494.74911499
13-02-36-151396,0002249,17.4935038445,78.410417901,494.744750977
13-02-36-218957,0002250,17.49350249,78.4104162251,494.734588623
13-02-36-288566,0002251,17.4934994041,78.4104129187,494.718200684
13-02-36-354684,0002252,17.4934977657,78.4104113,494.715087891
13-02-36-418669,0002253,17.49349628,78.4104094748,494.702484131
13-02-36-487765,0002254,17.4934931124,78.4104060067,494.690124512
13-02-36-552509,0002255,17.4934915237,78.4104042693,494.686523438
13-02-36-619783,0002256,17.4934897919,78.4104025882,494.683410645
13-02-36-686620,0002257,17.4934862623,78.4103990623,494.669250488
13-02-36-758994,0002258,17.4934844896,78.4103972099,494.658782959
13-02-36-822159,0002259,17.4934826631,78.4103954801,494.654083252
13-02-36-895237,0002260,17.4934790033,78.4103918968,494.642425537
13-02-36-956903,0002261,17.4934771121,78.4103901356,494.637756348
13-02-37-018367,0002262,17.4934752889,78.4103881941,494.630950928
13-02-37-088296,0002263,17.4934715318,78.410384503,494.619476318
13-02-37-152751,0002264,17.4934696097,78.4103827336,494.613372803
13-02-37-221947,0002265,17.4934678576,78.4103807059,494.610778809
13-02-37-290707,0002266,17.4934639799,78.4103769041,494.603942871
13-02-37-352839,0002267,17.493461988,78.4103750394,494.596405029
13-02-37-421181,0002268,17.4934600462,78.410372984,494.597320557
13-02-37-488858,0002269,17.4934561541,78.4103690592,494.591949463
13-02-37-553170,0002270,17.493454137,78.410367132,494.585723877
13-02-37-620072,0002271,17.4934521611,78.4103651298,494.589874268
13-02-37-690552,0002272,17.4934482072,78.4103610474,494.589904785
13-02-37-757951,0002273,17.4934463067,78.4103590022,494.593353271
13-02-37-820483,0002274,17.4934443076,78.4103570565,494.588775635
13-02-37-895054,0002275,17.4934403668,78.410352809,494.589233398
13-02-37-960082,0002276,17.4934383215,78.4103507811,494.585388184
13-02-38-023587,0002277,17.4934363478,78.4103486333,494.590667725
13-02-38-088293,0002278,17.4934322649,78.4103444985,494.591308594
13-02-38-155653,0002279,17.4934302164,78.4103424413,494.588195801
13-02-38-222168,0002280,17.4934281662,78.4103401622,494.590942383
13-02-38-290787,0002281,17.4934240564,78.410335954,494.589385986
13-02-38-355001,0002282,17.493422008,78.4103338698,494.58782959
13-02-38-424009,0002283,17.4934198905,78.4103318642,494.59173584
13-02-38-490110,0002284,17.4934157118,78.4103275199,494.593688965
13-02-38-554758,0002285,17.493413656,78.4103254185,494.591583252
13-02-38-621323,0002286,17.4934115587,78.4103232229,494.598419189
13-02-38-689998,0002287,17.4934074861,78.410318976,494.605010986
13-02-38-755899,0002288,17.4934054377,78.4103168778,494.605010986
13-02-38-823068,0002289,17.4934033526,78.4103146771,494.607391357
13-02-38-887590,0002290,17.4933992147,78.4103103146,494.608520508
13-02-38-959252,0002291,17.4933971791,78.410308212,494.608520508
13-02-39-024077,0002292,17.4933951823,78.4103060044,494.613769531
13-02-39-088372,0002293,17.4933912131,78.4103017567,494.619628906
13-02-39-155073,0002294,17.4933892024,78.4102996672,494.619842529
13-02-39-219849,0002295,17.4933871097,78.4102974589,494.627868652
13-02-39-284730,0002296,17.4933832449,78.4102932407,494.636810303
13-02-39-352286,0002297,17.4933812561,78.4102911677,494.638366699
