timestamp,image_idx,latitude,longitude,altitude
16-02-19-551670,0002046,17.4934769908,78.4105943945,491.57244873
16-02-19-617129,0002047,17.4934781013,78.4105932271,491.578735352
16-02-19-682363,0002048,17.493480187,78.4105909047,491.576019287
16-02-19-755281,0002049,17.4934811012,78.4105898678,491.572906494
16-02-19-823425,0002050,17.4934820714,78.41058874,491.569976807
16-02-19-893595,0002051,17.4934838974,78.4105867603,491.573028564
16-02-19-955130,0002052,17.4934847142,78.4105858331,491.571472168
16-02-20-022283,0002053,17.4934855819,78.4105847725,491.572845459
16-02-20-092885,0002054,17.4934871902,78.4105831007,491.574859619
16-02-20-159543,0002055,17.4934879047,78.4105822871,491.568664551
16-02-20-234939,0002056,17.4934893744,78.4105806142,491.564880371
16-02-20-288485,0002057,17.493489978,78.4105797565,491.571105957
16-02-20-357251,0002058,17.4934906207,78.4105790137,491.576812744
16-02-20-426170,0002059,17.4934917705,78.4105776801,491.569580078
16-02-20-494756,0002060,17.493492176,78.4105771383,491.577484131
16-02-20-573981,0002061,17.4934927038,78.410576519,491.575927734
16-02-20-640649,0002062,17.4934938411,78.4105752329,491.581420898
16-02-20-686951,0002063,17.4934943236,78.4105746374,491.589782715
16-02-20-757585,0002064,17.493494799,78.4105740733,491.584838867
16-02-20-837985,0002065,17.4934956266,78.4105731071,491.605377197
16-02-20-893909,0002066,17.4934960652,78.4105725834,491.603820801
16-02-20-961077,0002067,17.4934964919,78.4105720727,491.603759766
16-02-21-023943,0002068,17.4934968837,78.410571635,491.615814209
16-02-21-086859,0002069,17.4934979341,78.4105706536,491.625305176
16-02-21-173797,0002070,17.4934983224,78.4105701921,491.625305176
16-02-21-243302,0002071,17.4934993808,78.4105691857,491.634094238
16-02-21-306165,0002072,17.4934998911,78.4105686978,491.648925781
16-02-21-353402,0002073,17.4935003191,78.4105681582,491.657104492
16-02-21-424902,0002074,17.4935006738,78.4105677452,491.657104492
16-02-21-487507,0002075,17.4935014554,78.4105670154,491.666687012
16-02-21-553319,0002076,17.49350178,78.4105666417,491.668060303
16-02-21-621428,0002077,17.4935021193,78.4105663527,491.675720215
16-02-21-687387,0002078,17.4935026221,78.4105657111,491.68649292
16-02-21-758962,0002079,17.4935028969,78.4105653906,491.688049316
16-02-21-827873,0002080,17.4935032533,78.4105651176,491.704956055
16-02-21-891109,0002081,17.4935034828,78.4105648551,491.706481934
16-02-21-957828,0002082,17.4935035512,78.410564682,491.712463379
16-02-22-018123,0002083,17.4935037552,78.4105644432,491.714019775
16-02-22-087015,0002084,17.4935040937,78.4105640606,491.719085693
16-02-22-160719,0002085,17.4935041436,78.4105639505,491.727203369
16-02-22-225735,0002086,17.4935044239,78.4105637532,491.733642578
16-02-22-292840,0002087,17.4935045503,78.4105636033,491.730743408
16-02-22-356080,0002088,17.4935046252,78.4105635246,491.739868164
16-02-22-421135,0002089,17.4935047288,78.410563401,491.736633301
16-02-22-493393,0002090,17.4935048755,78.4105633062,491.749053955
