timestamp,image_idx,latitude,longitude,altitude
16-00-03-156288,0000000,17.4963986521,78.4156927533,483.576812744
16-00-03-221028,0000001,17.4963984706,78.4156925143,483.57913208
16-00-03-287962,0000002,17.4963979292,78.4156919335,483.584533691
16-00-03-354722,0000003,17.4963975728,78.4156916424,483.5859375
16-00-03-421335,0000004,17.4963974683,78.4156911714,483.585571289
16-00-03-487045,0000005,17.4963966888,78.4156903217,483.5831604
16-00-03-553682,0000006,17.49639619,78.4156898841,483.584716797
16-00-03-621981,0000007,17.4963957927,78.4156893111,483.579406738
16-00-03-690957,0000008,17.496394805,78.4156882065,483.570922852
16-00-03-755427,0000009,17.4963942268,78.4156876817,483.574035645
16-00-03-822556,0000010,17.4963936956,78.4156869301,483.56350708
16-00-03-892205,0000011,17.4963925186,78.4156855878,483.562805176
16-00-03-956832,0000012,17.4963918943,78.4156849646,483.56552124
16-00-04-020619,0000013,17.4963912774,78.4156842583,483.564239502
16-00-04-091007,0000014,17.4963899801,78.4156829945,483.560150146
16-00-04-158797,0000015,17.4963893305,78.4156823464,483.561706543
16-00-04-221210,0000016,17.4963886364,78.41568162,483.557403564
16-00-04-290887,0000017,17.4963872694,78.4156803571,483.560577393
16-00-04-355912,0000018,17.4963866119,78.4156797056,483.560577393
16-00-04-421275,0000019,17.4963859764,78.4156790812,483.559814453
16-00-04-487952,0000020,17.4963845255,78.4156776978,483.565704346
16-00-04-553646,0000021,17.4963837796,78.4156770036,483.565460205
16-00-04-622295,0000022,17.4963830238,78.4156763126,483.583251953
16-00-04-688201,0000023,17.4963814477,78.4156751079,483.604156494
16-00-04-754732,0000024,17.4963806092,78.4156743808,483.607269287
16-00-04-822184,0000025,17.4963797981,78.415673803,483.618804932
16-00-04-892288,0000026,17.4963779678,78.4156725315,483.631622314
16-00-04-955505,0000027,17.4963770367,78.4156717805,483.638061523
16-00-05-020453,0000028,17.496376101,78.4156711721,483.63848877
16-00-05-086761,0000029,17.4963741315,78.4156696351,483.645599365
16-00-05-153995,0000030,17.496373088,78.4156688604,483.649291992
16-00-05-220436,0000031,17.4963719922,78.4156680736,483.660888672
16-00-05-286877,0000032,17.4963697303,78.4156666157,483.677978516
16-00-05-353941,0000033,17.4963684957,78.4156657878,483.699676514
16-00-05-420066,0000034,17.4963673428,78.4156650014,483.707244873
16-00-05-487219,0000035,17.4963650064,78.4156632696,483.726287842
16-00-05-554027,0000036,17.4963638041,78.4156624895,483.733825684
16-00-05-622497,0000037,17.4963626499,78.4156615867,483.740631104
16-00-05-686967,0000038,17.4963601049,78.4156600103,483.762939453
16-00-05-755497,0000039,17.4963588612,78.4156592157,483.767242432
16-00-05-822118,0000040,17.4963575396,78.4156584317,483.783782959
16-00-05-886724,0000041,17.4963548646,78.4156568249,483.808227539
16-00-05-954896,0000042,17.4963535555,78.4156560534,483.81463623
16-00-06-021608,0000043,17.496352231,78.415655161,483.840087891
16-00-06-087041,0000044,17.496349556,78.4156535301,483.87411499
16-00-06-158617,0000045,17.4963482159,78.4156527525,483.88885498
16-00-06-221463,0000046,17.4963467648,78.4156519321,483.911468506
16-00-06-289762,0000047,17.4963440103,78.4156503537,483.94354248
16-00-06-353771,0000048,17.4963426997,78.4156494865,483.961730957
16-00-06-420065,0000049,17.4963413035,78.4156486924,483.96786499
16-00-06-487813,0000050,17.4963384408,78.4156471486,483.984527588
16-00-06-553133,0000051,17.4963370262,78.415646356,483.991729736
16-00-06-620070,0000052,17.4963355969,78.4156455352,483.999603271
16-00-06-687014,0000053,17.4963326685,78.4156440214,484.021209717
16-00-06-753266,0000054,17.4963312432,78.4156432572,484.038513184
16-00-06-825456,0000055,17.4963282945,78.415641638,484.032653809
16-00-06-892069,0000056,17.4963268263,78.415640851,484.045959473
16-00-06-958793,0000057,17.4963253361,78.4156400542,484.054779053
16-00-07-020737,0000058,17.4963236232,78.4156392675,484.061828613
16-00-07-086406,0000059,17.4963204934,78.4156375346,484.087432861
16-00-07-153434,0000060,17.4963189039,78.4156367036,484.09173584
16-00-07-225189,0000061,17.4963156102,78.4156350791,484.122711182
